Type,Name,PID,CPU %,MEM %,RAM MB,Heavy
RAM,incidentd,,,,1.66796875,False
RAM,iod,,,,1.65625,False
RAM,vendor.samsung.hardware.security.proca@2.0-service,,,,1.65625,False
RAM,vendor.samsung_slsi.hardware.ExynosHWCServiceTW@1.0-service,,,,1.640625,False
RAM,cass,,,,1.63671875,False
RAM,smdexe,,,,1.6328125,False
RAM,speg_helper,,,,1.6328125,False
RAM,spqr_service,,,,1.6328125,False
RAM,vendor.samsung.hardware.security.engmode@1.0-service,,,,1.59765625,False
RAM,ip6tables-restore,,,,1.58984375,False
RAM,iptables-restore,,,,1.58203125,False
RAM,hwservicemanager,,,,1.57421875,False
RAM,android.hardware.usb@1.3-service.coral,,,,1.5625,False
RAM,imsd,,,,1.55859375,False
RAM,watchdogd,,,,1.5546875,False
RAM,android.hidl.allocator@1.0-service,,,,1.54296875,False
RAM,vendor.samsung.hardware.security.vaultkeeper@2.0-service,,,,1.52734375,False
RAM,wlbtd,,,,1.515625,False
RAM,tzts_daemon,,,,1.48828125,False
RAM,tombstoned,,,,1.47265625,False
RAM,connfwexe,,,,1.47265625,False
RAM,auditd,,,,1.3515625,False
RAM,android.hardware.gatekeeper@1.0-service,,,,1.30859375,False
RAM,ddexe,,,,1.29296875,False
RAM,traced_probes,,,,1.26953125,False
RAM,traced,,,,1.26953125,False
RAM,diagexe,,,,1.265625,False
RAM,cbd,,,,1.265625,False
RAM,main_abox,,,,1.2578125,False
RAM,abox_log,,,,1.234375,False
RAM,init,,,,1.19140625,False
RAM,drmserver,,,,0.6640625,False
RAM,media.codec,,,,0.4296875,False
RAM,android.hardware.cas@1.2-service,,,,0.2109375,False
