Type,Name,PID,CPU %,MEM %,RAM MB,Heavy
RAM,com.google.android.apps.messaging:rcs,,,,25.3515625,False
RAM,android.process.media,,,,25.30078125,False
RAM,com.samsung.android.mdx.kit,,,,24.83203125,False
RAM,com.samsung.android.app.telephonyui,,,,24.6875,False
RAM,com.google.android.ims,,,,23.21484375,False
RAM,com.sec.epdg,,,,22.765625,False
RAM,zygote64,,,,21.06640625,False
RAM,com.samsung.android.themecenter,,,,20.96484375,False
RAM,com.sec.sve,,,,20.484375,False
RAM,com.android.se,,,,19.08203125,False
RAM,com.android.proxyhandler,,,,18.9140625,False
RAM,webview_zygote,,,,14.28125,False
RAM,surfaceflinger,,,,12.1328125,False
RAM,com.safaricom.mpesa.lifestyle,,,,11.41796875,False
RAM,audioserver,,,,8.828125,False
RAM,keystore2,,,,5.6640625,False
RAM,zygote,,,,4.87890625,False
RAM,media.swcodec,,,,4.8671875,False
RAM,mediaserver,,,,3.95703125,False
RAM,rild,,,,3.80078125,False
RAM,netd,,,,3.73828125,False
RAM,statsd,,,,3.70703125,False
RAM,media.extractor,,,,3.46875,False
RAM,samsung.hardware.media.c2@1.2-service,,,,3.17578125,False
RAM,dumpsys,,,,3.1640625,False
RAM,android.hardware.graphics.composer@2.2-service,,,,3.15234375,False
RAM,lmkd,,,,3.06640625,False
RAM,vendor.samsung.hardware.security.fkeymaster-service,,,,2.95703125,False
RAM,cameraserver,,,,2.95703125,False
RAM,android.hardware.security.keymint-service,,,,2.9140625,False
RAM,media.metrics,,,,2.89453125,False
RAM,logd,,,,2.87890625,False
RAM,wpa_supplicant,,,,2.671875,False
RAM,adbd,,,,2.58984375,False
RAM,installd,,,,2.54296875,False
RAM,vold,,,,2.5390625,False
RAM,android.system.suspend-service,,,,2.49609375,False
RAM,multiclientd,,,,2.4921875,False
RAM,kumiho.decoder,,,,2.47265625,False
RAM,vendor.samsung.hardware.biometrics.face-service,,,,2.42578125,False
RAM,pageboostd,,,,2.40625,False
RAM,ueventd,,,,2.359375,False
RAM,android.hardware.wifi-service,,,,2.34375,False
RAM,init,,,,2.3359375,False
RAM,vendor.samsung.hardware.thermal-service,,,,2.2890625,False
RAM,android.hardware.sensors-service.multihal,,,,2.27734375,False
RAM,servicemanager,,,,2.2734375,False
RAM,vendor.samsung.hardware.hyper-service,,,,2.2734375,False
RAM,prng_seeder,,,,2.20703125,False
RAM,vendor.samsung.hardware.health-service,,,,2.19921875,False
RAM,wificond,,,,2.1953125,False
RAM,vendor.samsung.hardware.camera.provider-service_64,,,,2.1484375,False
RAM,android.hardware.audio.service,,,,2.140625,False
RAM,samsung.software.media.c2@1.0-service,,,,2.0859375,False
RAM,vendor.samsung.hardware.gnss@2.1-service,,,,1.984375,False
RAM,gpsd,,,,1.9609375,False
RAM,vaultkeeperd,,,,1.890625,False
RAM,vendor.samsung.hardware.security.drk@2.0-service,,,,1.875,False
RAM,vendor.samsung.hardware.biometrics.fingerprint-service,,,,1.875,False
RAM,storaged,,,,1.86328125,False
RAM,perfmond,,,,1.85546875,False
RAM,android.hardware.graphics.allocator@4.0-service,,,,1.8359375,False
RAM,android.hardware.memtrack-service.exynos,,,,1.828125,False
RAM,gatekeeperd,,,,1.8203125,False
RAM,tzdaemon,,,,1.81640625,False
RAM,emservice,,,,1.81640625,False
RAM,gpuservice,,,,1.8125,False
RAM,android.hardware.power.samsung-service,,,,1.8046875,False
RAM,vndservicemanager,,,,1.796875,False
RAM,android.hardware.drm-service.widevine,,,,1.78515625,False
RAM,vendor.samsung.hardware.vibrator-service,,,,1.7734375,False
RAM,vendor.samsung.hardware.wifi-service,,,,1.75,False
RAM,vendor.samsung.hardware.light-service,,,,1.73828125,False
RAM,vendor.samsung.hardware.sysinput-service,,,,1.73828125,False
RAM,android.hardware.bluetooth@1.0-service,,,,1.7109375,False
RAM,android.hardware.drm-service.clearkey,,,,1.70703125,False
RAM,perfsdkserver,,,,1.70703125,False
RAM,credstore,,,,1.703125,False
RAM,traced,,,,1.6953125,False
RAM,fabric_crypto,,,,1.671875,False
RAM,incidentd,,,,1.66796875,False
RAM,iod,,,,1.66015625,False
RAM,vendor.samsung_slsi.hardware.ExynosHWCServiceTW@1.0-service,,,,1.640625,False
RAM,hwservicemanager,,,,1.63671875,False
RAM,cass,,,,1.63671875,False
RAM,smdexe,,,,1.6328125,False
RAM,speg_helper,,,,1.6328125,False
RAM,spqr_service,,,,1.6328125,False
RAM,vendor.samsung.hardware.security.engmode@1.0-service,,,,1.59765625,False
RAM,android.hardware.usb@1.3-service.coral,,,,1.5625,False
RAM,imsd,,,,1.55859375,False
RAM,watchdogd,,,,1.5546875,False
RAM,vendor.samsung.hardware.security.proca@2.0-service,,,,1.546875,False
RAM,android.hidl.allocator@1.0-service,,,,1.5390625,False
RAM,vendor.samsung.hardware.security.vaultkeeper@2.0-service,,,,1.52734375,False
RAM,wlbtd,,,,1.515625,False
RAM,tzts_daemon,,,,1.48828125,False
RAM,tombstoned,,,,1.47265625,False
RAM,connfwexe,,,,1.47265625,False
RAM,auditd,,,,1.35546875,False
RAM,android.hardware.gatekeeper@1.0-service,,,,1.30859375,False
RAM,iptables-restore,,,,1.29296875,False
RAM,ip6tables-restore,,,,1.29296875,False
RAM,ddexe,,,,1.29296875,False
RAM,traced_probes,,,,1.26953125,False
RAM,diagexe,,,,1.265625,False
RAM,cbd,,,,1.265625,False
RAM,main_abox,,,,1.2578125,False
RAM,abox_log,,,,1.234375,False
RAM,init,,,,1.19140625,False
RAM,drmserver,,,,0.50390625,False
RAM,media.codec,,,,0.2578125,False
RAM,android.hardware.cas@1.2-service,,,,0.2109375,False
